"","cell_type","0","1","virus"
"2543","Gastric mucus-secreting cells",37,NA,"UP000009246"
"2544","Glandular and luminal cells",34,3,"UP000009246"
"2545","Granulosa cells",35,2,"UP000009246"
"2546","Hepatocytes",36,1,"UP000009246"
"2547","Hofbauer cells",36,1,"UP000009246"
"2548","Horizontal cells",32,5,"UP000009246"
"2549","Inhibitory neurons",27,10,"UP000009246"
"2550","Intestinal goblet cells",32,5,"UP000009246"
"2551","Ionocytes",37,NA,"UP000009246"
"2552","Kupffer cells",35,2,"UP000009246"
"2553","Langerhans cells",32,5,"UP000009246"
"2554","Late spermatids",26,11,"UP000009246"
"2555","Leydig cells",35,2,"UP000009246"
"2556","Lymphatic endothelial cells",36,1,"UP000009246"
"2557","Macrophages",34,3,"UP000009246"
"2558","Melanocytes",37,NA,"UP000009246"
"2559","Mesothelial cells",32,5,"UP000009246"
"2560","Microglial cells",31,6,"UP000009246"
"2561","Mucus glandular cells",37,NA,"UP000009246"
"2562","Muller glia cells",33,4,"UP000009246"
"2563","NK-cells",35,2,"UP000009246"
"2564","Oligodendrocyte precursor cells",28,9,"UP000009246"
"2565","Oligodendrocytes",30,7,"UP000009246"
"2566","Oocytes",34,3,"UP000009246"
"2567","Ovarian stromal cells",36,1,"UP000009246"
"2568","Pancreatic endocrine cells",36,1,"UP000009246"
"2569","Paneth cells",23,14,"UP000009246"
"2570","Peritubular cells",34,3,"UP000009246"
"2571","Plasma cells",35,2,"UP000009246"
"2572","Prostatic glandular cells",37,NA,"UP000009246"
"2573","Proximal enterocytes",31,6,"UP000009246"
"2574","Proximal tubular cells",34,3,"UP000009246"
"2575","Rod photoreceptor cells",31,6,"UP000009246"
"2576","Salivary duct cells",37,NA,"UP000009246"
"2577","Schwann cells",36,1,"UP000009246"
"2578","Secretory cells",35,2,"UP000009246"
"2579","Serous glandular cells",37,NA,"UP000009246"
"2580","Sertoli cells",37,NA,"UP000009246"
"2581","Skeletal myocytes",35,2,"UP000009246"
"2582","Smooth muscle cells",35,2,"UP000009246"
"2583","Spermatocytes",32,5,"UP000009246"
"2584","Spermatogonia",22,15,"UP000009246"
"2585","Squamous epithelial cells",36,1,"UP000009246"
"2586","Suprabasal keratinocytes",36,1,"UP000009246"
"2587","Syncytiotrophoblasts",35,2,"UP000009246"
"2588","T-cells",36,1,"UP000009246"
"2589","Undifferentiated cells",37,NA,"UP000009246"
"2590","dendritic cells",34,3,"UP000009246"
"2591","granulocytes",35,2,"UP000009246"
"2592","monocytes",32,5,"UP000009246"
"2593","Adipocytes",333,14,"UP000000942"
"2594","Alveolar cells type 1",333,14,"UP000000942"
"2595","Alveolar cells type 2",329,18,"UP000000942"
"2596","Astrocytes",255,92,"UP000000942"
"2597","B-cells",328,19,"UP000000942"
"2598","Basal keratinocytes",327,20,"UP000000942"
"2599","Basal prostatic cells",324,23,"UP000000942"
"2600","Basal respiratory cells",347,NA,"UP000000942"
"2601","Basal squamous epithelial cells",322,25,"UP000000942"
"2602","Bipolar cells",297,50,"UP000000942"
"2603","Breast glandular cells",330,17,"UP000000942"
"2604","Breast myoepithelial cells",329,18,"UP000000942"
"2605","Cardiomyocytes",322,25,"UP000000942"
"2606","Cholangiocytes",347,NA,"UP000000942"
"2607","Ciliated cells",326,21,"UP000000942"
"2608","Club cells",338,9,"UP000000942"
"2609","Collecting duct cells",333,14,"UP000000942"
"2610","Cone photoreceptor cells",309,38,"UP000000942"
"2611","Cytotrophoblasts",221,126,"UP000000942"
"2612","Distal enterocytes",300,47,"UP000000942"
"2613","Distal tubular cells",334,13,"UP000000942"
"2614","Ductal cells",347,NA,"UP000000942"
"2615","Early spermatids",299,48,"UP000000942"
"2616","Endometrial stromal cells",341,6,"UP000000942"
"2617","Endothelial cells",335,12,"UP000000942"
"2618","Enteroendocrine cells",315,32,"UP000000942"
"2619","Erythroid cells",221,126,"UP000000942"
"2620","Excitatory neurons",274,73,"UP000000942"
"2621","Exocrine glandular cells",347,NA,"UP000000942"
"2622","Extravillous trophoblasts",203,144,"UP000000942"
"2623","Fibroblasts",324,23,"UP000000942"
"2624","Gastric mucus-secreting cells",332,15,"UP000000942"
"2625","Glandular and luminal cells",328,19,"UP000000942"
"2626","Granulosa cells",333,14,"UP000000942"
"2627","Hepatocytes",326,21,"UP000000942"
"2628","Hofbauer cells",311,36,"UP000000942"
"2629","Horizontal cells",310,37,"UP000000942"
"2630","Inhibitory neurons",269,78,"UP000000942"
"2631","Intestinal goblet cells",320,27,"UP000000942"
"2632","Ionocytes",336,11,"UP000000942"
"2633","Kupffer cells",317,30,"UP000000942"
"2634","Langerhans cells",307,40,"UP000000942"
"2635","Late spermatids",303,44,"UP000000942"
"2636","Leydig cells",332,15,"UP000000942"
"2637","Lymphatic endothelial cells",341,6,"UP000000942"
"2638","Macrophages",307,40,"UP000000942"
"2639","Melanocytes",328,19,"UP000000942"
"2640","Mesothelial cells",330,17,"UP000000942"
"2641","Microglial cells",315,32,"UP000000942"
"2642","Mucus glandular cells",342,5,"UP000000942"
"2643","Muller glia cells",306,41,"UP000000942"
"2644","NK-cells",308,39,"UP000000942"
"2645","Oligodendrocyte precursor cells",308,39,"UP000000942"
"2646","Oligodendrocytes",291,56,"UP000000942"
"2647","Oocytes",298,49,"UP000000942"
"2648","Ovarian stromal cells",335,12,"UP000000942"
"2649","Pancreatic endocrine cells",343,4,"UP000000942"
"2650","Paneth cells",290,57,"UP000000942"
"2651","Peritubular cells",326,21,"UP000000942"
"2652","Plasma cells",235,112,"UP000000942"
"2653","Prostatic glandular cells",346,1,"UP000000942"
"2654","Proximal enterocytes",318,29,"UP000000942"
"2655","Proximal tubular cells",341,6,"UP000000942"
"2656","Rod photoreceptor cells",296,51,"UP000000942"
"2657","Salivary duct cells",342,5,"UP000000942"
"2658","Schwann cells",337,10,"UP000000942"
"2659","Secretory cells",347,NA,"UP000000942"
"2660","Serous glandular cells",335,12,"UP000000942"
"2661","Sertoli cells",333,14,"UP000000942"
"2662","Skeletal myocytes",325,22,"UP000000942"
"2663","Smooth muscle cells",331,16,"UP000000942"
"2664","Spermatocytes",209,138,"UP000000942"
"2665","Spermatogonia",305,42,"UP000000942"
"2666","Squamous epithelial cells",321,26,"UP000000942"
"2667","Suprabasal keratinocytes",317,30,"UP000000942"
"2668","Syncytiotrophoblasts",317,30,"UP000000942"
"2669","T-cells",325,22,"UP000000942"
"2670","Undifferentiated cells",203,144,"UP000000942"
"2671","dendritic cells",333,14,"UP000000942"
"2672","granulocytes",344,3,"UP000000942"
"2673","monocytes",305,42,"UP000000942"
"2674","Adipocytes",234,20,"UP000006930"
"2675","Alveolar cells type 1",68,186,"UP000006930"
"2676","Alveolar cells type 2",252,2,"UP000006930"
"2677","Astrocytes",61,193,"UP000006930"
"2678","B-cells",246,8,"UP000006930"
"2679","Basal keratinocytes",80,174,"UP000006930"
"2680","Basal prostatic cells",237,17,"UP000006930"
"2681","Basal respiratory cells",251,3,"UP000006930"
"2682","Basal squamous epithelial cells",242,12,"UP000006930"
"2683","Bipolar cells",240,14,"UP000006930"
"2684","Breast glandular cells",248,6,"UP000006930"
"2685","Breast myoepithelial cells",248,6,"UP000006930"
"2686","Cardiomyocytes",69,185,"UP000006930"
"2687","Cholangiocytes",252,2,"UP000006930"
"2688","Ciliated cells",250,4,"UP000006930"
"2689","Club cells",252,2,"UP000006930"
"2690","Collecting duct cells",239,15,"UP000006930"
"2691","Cone photoreceptor cells",235,19,"UP000006930"
"2692","Cytotrophoblasts",237,17,"UP000006930"
"2693","Distal enterocytes",242,12,"UP000006930"
"2694","Distal tubular cells",246,8,"UP000006930"
"2695","Ductal cells",241,13,"UP000006930"
"2696","Early spermatids",225,29,"UP000006930"
"2697","Endometrial stromal cells",73,181,"UP000006930"
"2698","Endothelial cells",236,18,"UP000006930"
"2699","Enteroendocrine cells",249,5,"UP000006930"
"2700","Erythroid cells",238,16,"UP000006930"
"2701","Excitatory neurons",223,31,"UP000006930"
"2702","Exocrine glandular cells",254,NA,"UP000006930"
"2703","Extravillous trophoblasts",244,10,"UP000006930"
"2704","Fibroblasts",249,5,"UP000006930"
"2705","Gastric mucus-secreting cells",243,11,"UP000006930"
"2706","Glandular and luminal cells",247,7,"UP000006930"
"2707","Granulosa cells",242,12,"UP000006930"
"2708","Hepatocytes",248,6,"UP000006930"
"2709","Hofbauer cells",253,1,"UP000006930"
"2710","Horizontal cells",241,13,"UP000006930"
"2711","Inhibitory neurons",221,33,"UP000006930"
"2712","Intestinal goblet cells",241,13,"UP000006930"
"2713","Ionocytes",251,3,"UP000006930"
"2714","Kupffer cells",235,19,"UP000006930"
"2715","Langerhans cells",244,10,"UP000006930"
"2716","Late spermatids",229,25,"UP000006930"
"2717","Leydig cells",239,15,"UP000006930"
"2718","Lymphatic endothelial cells",68,186,"UP000006930"
"2719","Macrophages",253,1,"UP000006930"
"2720","Melanocytes",254,NA,"UP000006930"
"2721","Mesothelial cells",239,15,"UP000006930"
"2722","Microglial cells",227,27,"UP000006930"
"2723","Mucus glandular cells",252,2,"UP000006930"
"2724","Muller glia cells",235,19,"UP000006930"
"2725","NK-cells",253,1,"UP000006930"
"2726","Oligodendrocyte precursor cells",223,31,"UP000006930"
"2727","Oligodendrocytes",226,28,"UP000006930"
"2728","Oocytes",230,24,"UP000006930"
"2729","Ovarian stromal cells",250,4,"UP000006930"
"2730","Pancreatic endocrine cells",240,14,"UP000006930"
"2731","Paneth cells",237,17,"UP000006930"
"2732","Peritubular cells",242,12,"UP000006930"
"2733","Plasma cells",249,5,"UP000006930"
"2734","Prostatic glandular cells",246,8,"UP000006930"
"2735","Proximal enterocytes",244,10,"UP000006930"
"2736","Proximal tubular cells",231,23,"UP000006930"
"2737","Rod photoreceptor cells",227,27,"UP000006930"
"2738","Salivary duct cells",251,3,"UP000006930"
"2739","Schwann cells",254,NA,"UP000006930"
"2740","Secretory cells",238,16,"UP000006930"
"2741","Serous glandular cells",247,7,"UP000006930"
"2742","Sertoli cells",245,9,"UP000006930"
"2743","Skeletal myocytes",239,15,"UP000006930"
"2744","Smooth muscle cells",252,2,"UP000006930"
"2745","Spermatocytes",230,24,"UP000006930"
"2746","Spermatogonia",221,33,"UP000006930"
"2747","Squamous epithelial cells",240,14,"UP000006930"
"2748","Suprabasal keratinocytes",72,182,"UP000006930"
"2749","Syncytiotrophoblasts",238,16,"UP000006930"
"2750","T-cells",254,NA,"UP000006930"
"2751","Undifferentiated cells",254,NA,"UP000006930"
"2752","dendritic cells",239,15,"UP000006930"
"2753","granulocytes",252,2,"UP000006930"
"2754","monocytes",244,10,"UP000006930"
"2755","Adipocytes",7,NA,"UP000002242"
"2756","Alveolar cells type 1",7,NA,"UP000002242"
"2757","Alveolar cells type 2",7,NA,"UP000002242"
"2758","Astrocytes",7,NA,"UP000002242"
"2759","B-cells",7,NA,"UP000002242"
"2760","Basal keratinocytes",7,NA,"UP000002242"
"2761","Basal prostatic cells",7,NA,"UP000002242"
"2762","Basal respiratory cells",7,NA,"UP000002242"
"2763","Basal squamous epithelial cells",7,NA,"UP000002242"
"2764","Bipolar cells",3,4,"UP000002242"
"2765","Breast glandular cells",7,NA,"UP000002242"
"2766","Breast myoepithelial cells",7,NA,"UP000002242"
"2767","Cardiomyocytes",7,NA,"UP000002242"
"2768","Cholangiocytes",7,NA,"UP000002242"
"2769","Ciliated cells",7,NA,"UP000002242"
"2770","Club cells",7,NA,"UP000002242"
"2771","Collecting duct cells",7,NA,"UP000002242"
"2772","Cone photoreceptor cells",3,4,"UP000002242"
"2773","Cytotrophoblasts",7,NA,"UP000002242"
"2774","Distal enterocytes",7,NA,"UP000002242"
"2775","Distal tubular cells",7,NA,"UP000002242"
"2776","Ductal cells",7,NA,"UP000002242"
"2777","Early spermatids",7,NA,"UP000002242"
"2778","Endometrial stromal cells",7,NA,"UP000002242"
"2779","Endothelial cells",7,NA,"UP000002242"
"2780","Enteroendocrine cells",7,NA,"UP000002242"
"2781","Erythroid cells",7,NA,"UP000002242"
"2782","Excitatory neurons",2,5,"UP000002242"
"2783","Exocrine glandular cells",7,NA,"UP000002242"
"2784","Extravillous trophoblasts",7,NA,"UP000002242"
"2785","Fibroblasts",7,NA,"UP000002242"
"2786","Gastric mucus-secreting cells",7,NA,"UP000002242"
"2787","Glandular and luminal cells",7,NA,"UP000002242"
"2788","Granulosa cells",7,NA,"UP000002242"
"2789","Hepatocytes",7,NA,"UP000002242"
"2790","Hofbauer cells",7,NA,"UP000002242"
"2791","Horizontal cells",3,4,"UP000002242"
"2792","Inhibitory neurons",2,5,"UP000002242"
"2793","Intestinal goblet cells",7,NA,"UP000002242"
"2794","Ionocytes",7,NA,"UP000002242"
"2795","Kupffer cells",7,NA,"UP000002242"
"2796","Langerhans cells",7,NA,"UP000002242"
"2797","Late spermatids",7,NA,"UP000002242"
"2798","Leydig cells",7,NA,"UP000002242"
"2799","Lymphatic endothelial cells",7,NA,"UP000002242"
"2800","Macrophages",7,NA,"UP000002242"
"2801","Melanocytes",7,NA,"UP000002242"
"2802","Mesothelial cells",7,NA,"UP000002242"
"2803","Microglial cells",7,NA,"UP000002242"
"2804","Mucus glandular cells",7,NA,"UP000002242"
"2805","Muller glia cells",7,NA,"UP000002242"
"2806","NK-cells",7,NA,"UP000002242"
"2807","Oligodendrocyte precursor cells",6,1,"UP000002242"
"2808","Oligodendrocytes",7,NA,"UP000002242"
"2809","Oocytes",7,NA,"UP000002242"
"2810","Ovarian stromal cells",7,NA,"UP000002242"
"2811","Pancreatic endocrine cells",7,NA,"UP000002242"
"2812","Paneth cells",7,NA,"UP000002242"
"2813","Peritubular cells",7,NA,"UP000002242"
"2814","Plasma cells",7,NA,"UP000002242"
"2815","Prostatic glandular cells",7,NA,"UP000002242"
"2816","Proximal enterocytes",5,2,"UP000002242"
"2817","Proximal tubular cells",7,NA,"UP000002242"
"2818","Rod photoreceptor cells",3,4,"UP000002242"
"2819","Salivary duct cells",7,NA,"UP000002242"
"2820","Schwann cells",7,NA,"UP000002242"
"2821","Secretory cells",7,NA,"UP000002242"
"2822","Serous glandular cells",7,NA,"UP000002242"
"2823","Sertoli cells",7,NA,"UP000002242"
"2824","Skeletal myocytes",7,NA,"UP000002242"
"2825","Smooth muscle cells",7,NA,"UP000002242"
"2826","Spermatocytes",7,NA,"UP000002242"
"2827","Spermatogonia",7,NA,"UP000002242"
"2828","Squamous epithelial cells",7,NA,"UP000002242"
"2829","Suprabasal keratinocytes",7,NA,"UP000002242"
"2830","Syncytiotrophoblasts",7,NA,"UP000002242"
"2831","T-cells",7,NA,"UP000002242"
"2832","Undifferentiated cells",7,NA,"UP000002242"
"2833","dendritic cells",7,NA,"UP000002242"
"2834","granulocytes",7,NA,"UP000002242"
"2835","monocytes",7,NA,"UP000002242"
"2836","Adipocytes",3,NA,"UP000006372"
"2837","Alveolar cells type 1",3,NA,"UP000006372"
"2838","Alveolar cells type 2",3,NA,"UP000006372"
"2839","Astrocytes",3,NA,"UP000006372"
"2840","B-cells",3,NA,"UP000006372"
"2841","Basal keratinocytes",3,NA,"UP000006372"
"2842","Basal prostatic cells",3,NA,"UP000006372"
"2843","Basal respiratory cells",3,NA,"UP000006372"
"2844","Basal squamous epithelial cells",3,NA,"UP000006372"
"2845","Bipolar cells",3,NA,"UP000006372"
"2846","Breast glandular cells",3,NA,"UP000006372"
"2847","Breast myoepithelial cells",3,NA,"UP000006372"
"2848","Cardiomyocytes",3,NA,"UP000006372"
"2849","Cholangiocytes",3,NA,"UP000006372"
"2850","Ciliated cells",3,NA,"UP000006372"
"2851","Club cells",3,NA,"UP000006372"
"2852","Collecting duct cells",3,NA,"UP000006372"
"2853","Cone photoreceptor cells",3,NA,"UP000006372"
"2854","Cytotrophoblasts",3,NA,"UP000006372"
"2855","Distal enterocytes",2,1,"UP000006372"
"2856","Distal tubular cells",3,NA,"UP000006372"
"2857","Ductal cells",3,NA,"UP000006372"
"2858","Early spermatids",3,NA,"UP000006372"
"2859","Endometrial stromal cells",3,NA,"UP000006372"
"2860","Endothelial cells",3,NA,"UP000006372"
"2861","Enteroendocrine cells",3,NA,"UP000006372"
"2862","Erythroid cells",3,NA,"UP000006372"
"2863","Excitatory neurons",1,2,"UP000006372"
"2864","Exocrine glandular cells",3,NA,"UP000006372"
"2865","Extravillous trophoblasts",3,NA,"UP000006372"
"2866","Fibroblasts",3,NA,"UP000006372"
"2867","Gastric mucus-secreting cells",3,NA,"UP000006372"
"2868","Glandular and luminal cells",3,NA,"UP000006372"
"2869","Granulosa cells",3,NA,"UP000006372"
"2870","Hepatocytes",3,NA,"UP000006372"
"2871","Hofbauer cells",3,NA,"UP000006372"
"2872","Horizontal cells",3,NA,"UP000006372"
"2873","Inhibitory neurons",1,2,"UP000006372"
"2874","Intestinal goblet cells",3,NA,"UP000006372"
"2875","Ionocytes",3,NA,"UP000006372"
"2876","Kupffer cells",3,NA,"UP000006372"
"2877","Langerhans cells",3,NA,"UP000006372"
"2878","Late spermatids",3,NA,"UP000006372"
"2879","Leydig cells",3,NA,"UP000006372"
"2880","Lymphatic endothelial cells",3,NA,"UP000006372"
"2881","Macrophages",3,NA,"UP000006372"
"2882","Melanocytes",3,NA,"UP000006372"
"2883","Mesothelial cells",3,NA,"UP000006372"
"2884","Microglial cells",3,NA,"UP000006372"
"2885","Mucus glandular cells",3,NA,"UP000006372"
"2886","Muller glia cells",3,NA,"UP000006372"
"2887","NK-cells",3,NA,"UP000006372"
"2888","Oligodendrocyte precursor cells",2,1,"UP000006372"
"2889","Oligodendrocytes",3,NA,"UP000006372"
"2890","Oocytes",3,NA,"UP000006372"
"2891","Ovarian stromal cells",3,NA,"UP000006372"
"2892","Pancreatic endocrine cells",3,NA,"UP000006372"
"2893","Paneth cells",3,NA,"UP000006372"
"2894","Peritubular cells",3,NA,"UP000006372"
"2895","Plasma cells",3,NA,"UP000006372"
"2896","Prostatic glandular cells",3,NA,"UP000006372"
"2897","Proximal enterocytes",3,NA,"UP000006372"
"2898","Proximal tubular cells",3,NA,"UP000006372"
"2899","Rod photoreceptor cells",3,NA,"UP000006372"
"2900","Salivary duct cells",3,NA,"UP000006372"
"2901","Schwann cells",3,NA,"UP000006372"
"2902","Secretory cells",3,NA,"UP000006372"
"2903","Serous glandular cells",3,NA,"UP000006372"
"2904","Sertoli cells",3,NA,"UP000006372"
"2905","Skeletal myocytes",3,NA,"UP000006372"
"2906","Smooth muscle cells",3,NA,"UP000006372"
"2907","Spermatocytes",3,NA,"UP000006372"
"2908","Spermatogonia",3,NA,"UP000006372"
"2909","Squamous epithelial cells",3,NA,"UP000006372"
"2910","Suprabasal keratinocytes",3,NA,"UP000006372"
"2911","Syncytiotrophoblasts",3,NA,"UP000006372"
"2912","T-cells",3,NA,"UP000006372"
"2913","Undifferentiated cells",3,NA,"UP000006372"
"2914","dendritic cells",3,NA,"UP000006372"
"2915","granulocytes",3,NA,"UP000006372"
"2916","monocytes",3,NA,"UP000006372"
"2917","Adipocytes",1,NA,"UP000007710"
"2918","Alveolar cells type 1",1,NA,"UP000007710"
"2919","Alveolar cells type 2",1,NA,"UP000007710"
"2920","Astrocytes",1,NA,"UP000007710"
"2921","B-cells",1,NA,"UP000007710"
"2922","Basal keratinocytes",1,NA,"UP000007710"
"2923","Basal prostatic cells",1,NA,"UP000007710"
"2924","Basal respiratory cells",1,NA,"UP000007710"
"2925","Basal squamous epithelial cells",1,NA,"UP000007710"
"2926","Bipolar cells",1,NA,"UP000007710"
"2927","Breast glandular cells",1,NA,"UP000007710"
"2928","Breast myoepithelial cells",1,NA,"UP000007710"
"2929","Cardiomyocytes",1,NA,"UP000007710"
"2930","Cholangiocytes",1,NA,"UP000007710"
"2931","Ciliated cells",1,NA,"UP000007710"
"2932","Club cells",1,NA,"UP000007710"
"2933","Collecting duct cells",1,NA,"UP000007710"
"2934","Cone photoreceptor cells",1,NA,"UP000007710"
"2935","Cytotrophoblasts",1,NA,"UP000007710"
"2936","Distal enterocytes",1,NA,"UP000007710"
"2937","Distal tubular cells",1,NA,"UP000007710"
"2938","Ductal cells",1,NA,"UP000007710"
"2939","Early spermatids",1,NA,"UP000007710"
"2940","Endometrial stromal cells",1,NA,"UP000007710"
"2941","Endothelial cells",1,NA,"UP000007710"
"2942","Enteroendocrine cells",1,NA,"UP000007710"
"2943","Erythroid cells",1,NA,"UP000007710"
